common_voice_s1_179|সীতাকুণ্ড উপজেলার উত্তর-পশ্চিমে সৈয়দপুর ইউনিয়নের অবস্থান|সীতাকুণ্ড উপজেলার উত্তর-পশ্চিমে সৈয়দপুর ইউনিয়নের অবস্থান
common_voice_s1_180|সংস্কৃতি অঙ্গনে ময়না ভাই নামে পরিচিত ছিলেন|সংস্কৃতি অঙ্গনে ময়না ভাই নামে পরিচিত ছিলেন
common_voice_s1_181|ইসলাম ধর্মে একেশ্বরবাদী ঈশ্বরের নাম হল আল্লাহ, যার অর্থ হল ঈশ্বর|ইসলাম ধর্মে একেশ্বরবাদী ঈশ্বরের নাম হল আল্লাহ, যার অর্থ হল ঈশ্বর
common_voice_s1_182|অনুষ্ঠানটি ঢাকা কলেজে জুন মাসে অনুষ্ঠিত হয়েছিলো|অনুষ্ঠানটি ঢাকা কলেজে জুন মাসে অনুষ্ঠিত হয়েছিলো
common_voice_s1_183|তার প্রথম আইনজীবী মোহাম্মদ মোস্তফা তার কাহিনীকে ব্লগে প্রকাশ করেছেন|তার প্রথম আইনজীবী মোহাম্মদ মোস্তফা তার কাহিনীকে ব্লগে প্রকাশ করেছেন
common_voice_s1_184|এটিই ছিল আন্তর্জাতিক টেস্টে তার জীবনের প্রথম ম্যাচ|এটিই ছিল আন্তর্জাতিক টেস্টে তার জীবনের প্রথম ম্যাচ
common_voice_s1_185|তাই এর পর থেকে এধরনের তারার সমষ্টিকে সাধারণভাবে গ্যালাক্সি বা ছায়াপথ নামে অভিহিত করা হতে থাকে|তাই এর পর থেকে এধরনের তারার সমষ্টিকে সাধারণভাবে গ্যালাক্সি বা ছায়াপথ নামে অভিহিত করা হতে থাকে
common_voice_s1_186|এদের মধ্যে প্রধান শাখাটি দক্ষিণ-পশ্চিমে প্রসারিত হয়ে পশ্চিমের ইরান সীমান্ত অবধি চলে গেছে|এদের মধ্যে প্রধান শাখাটি দক্ষিণ-পশ্চিমে প্রসারিত হয়ে পশ্চিমের ইরান সীমান্ত অবধি চলে গেছে
common_voice_s1_187|পাকিস্তানিদের প্রতিরোধ ভাঙার জন্য তিনি গুলি করতে করতে সামনে যাওয়ার চেষ্টা করেন|পাকিস্তানিদের প্রতিরোধ ভাঙার জন্য তিনি গুলি করতে করতে সামনে যাওয়ার চেষ্টা করেন
common_voice_s1_188|আমেরিকার ভূমিকম্পে আক্রান্তদের মাঝে সেবা পৌঁছে দিতেন|আমেরিকার ভূমিকম্পে আক্রান্তদের মাঝে সেবা পৌঁছে দিতেন
common_voice_s1_189|পড়াশোনা কলকাতা বিশ্ববিদ্যালয়ে|পড়াশোনা কলকাতা বিশ্ববিদ্যালয়ে
common_voice_s1_190|তবে পোকামাকড়, ফুল, কচি পাতা ইত্যাদিও খায়|তবে পোকামাকড়, ফুল, কচি পাতা ইত্যাদিও খায়
common_voice_s1_191|বিস্তৃত বর্ণনায় বইটি সমৃদ্ধ|বিস্তৃত বর্ণনায় বইটি সমৃদ্ধ
common_voice_s1_192|মাদ্রাসার প্রতিষ্ঠাতা প্রধান শিক্ষক ছিলেন যশোর জেলার মাওলানা আব্দুল মালেক|মাদ্রাসার প্রতিষ্ঠাতা প্রধান শিক্ষক ছিলেন যশোর জেলার মাওলানা আব্দুল মালেক
common_voice_s1_193|মরিশাস বাংলাদেশের মানবসম্পদ নিয়োগ করারও একটি ভালো গন্তব্য|মরিশাস বাংলাদেশের মানবসম্পদ নিয়োগ করারও একটি ভালো গন্তব্য
common_voice_s1_194|তিনি ছিলেন বুযুর্গ উমেদপুর ও সলিমাবাদ পরগনার প্রভাবশালী জমিদার|তিনি ছিলেন বুযুর্গ উমেদপুর ও সলিমাবাদ পরগনার প্রভাবশালী জমিদার
common_voice_s1_195|ইতিমধ্যে তার উচিত তার স্বামীর বাড়িতে থাকা এবং প্রয়োজন ব্যতিরেকে বাড়ির বাইরে না যাওয়া|ইতিমধ্যে তার উচিত তার স্বামীর বাড়িতে থাকা এবং প্রয়োজন ব্যতিরেকে বাড়ির বাইরে না যাওয়া
common_voice_s1_196|"তিনি পেশোয়ারের সুপরিচিত কলেজে ""ফ্রন্টিয়ার কলেজ ফর উইমেন পেশোয়ার"" এবং ""মহিলা ডিগ্রি কলেজ নওশেরা""-তে শিক্ষকতা করেছিলেন"|"তিনি পেশোয়ারের সুপরিচিত কলেজে ""ফ্রন্টিয়ার কলেজ ফর উইমেন পেশোয়ার"" এবং ""মহিলা ডিগ্রি কলেজ নওশেরা""-তে শিক্ষকতা করেছিলেন"
common_voice_s1_197|এরা সহজে পানিতে সাঁতার কাটতে ও ভেসে থাকতে পারে|এরা সহজে পানিতে সাঁতার কাটতে ও ভেসে থাকতে পারে
common_voice_s1_198|প্রাথমিকভাবে, পুলিশকে জানানো হয়েছিল যে একটি পাঁচ বছরের শিশু নিখোঁজ হয়েছে|প্রাথমিকভাবে, পুলিশকে জানানো হয়েছিল যে একটি পাঁচ বছরের শিশু নিখোঁজ হয়েছে
common_voice_s1_199|নদীটির তীরে অনেকগুলি ছোট ছোট লোকালয় আছে|নদীটির তীরে অনেকগুলি ছোট ছোট লোকালয় আছে
common_voice_s1_200|কেশবপুর রেলওয়ে স্টেশনটি পশ্চিমবঙ্গের কেশবপুর, তমলুক তে অবস্থিত|কেশবপুর রেলওয়ে স্টেশনটি পশ্চিমবঙ্গের কেশবপুর, তমলুক তে অবস্থিত
common_voice_s1_201|এটি এমন ধরনের স্টেশনের সাথে বিভ্রান্ত না হওয়া উচিত যেখানে রেলপথ একটিই আছে, কিন্তু একপাশে সিঙ্গেল-ট্র্যাক এবং অন্যদিকে ডাবল-ট্র্যাক|এটি এমন ধরনের স্টেশনের সাথে বিভ্রান্ত না হওয়া উচিত যেখানে রেলপথ একটিই আছে, কিন্তু একপাশে সিঙ্গেল-ট্র্যাক এবং অন্যদিকে ডাবল-ট্র্যাক
common_voice_s1_202|তিনি ফেসবুকে কোনো স্ট্যাটাস দেননি|তিনি ফেসবুকে কোনো স্ট্যাটাস দেননি
common_voice_s1_203|সমগ্র জনগোষ্ঠীর একটা বড়ো অংশ ইসলামকে ধীরে ধীরে গ্রহণ শুরু করে, যদিও বাকিরা ইসলামকে প্রত্যাখ্যান করতো|সমগ্র জনগোষ্ঠীর একটা বড়ো অংশ ইসলামকে ধীরে ধীরে গ্রহণ শুরু করে, যদিও বাকিরা ইসলামকে প্রত্যাখ্যান করতো
common_voice_s1_204|তিনি ওডিআই সিরিজে শীর্ষ রান সংগ্রহ করেন ও স্ট্যাম্পের পিছনে তিনি ডিসমিসাল নেন|তিনি ওডিআই সিরিজে শীর্ষ রান সংগ্রহ করেন ও স্ট্যাম্পের পিছনে তিনি ডিসমিসাল নেন
common_voice_s1_205|ছাত্রীরা কয়েকটি গ্রুপে বিভক্ত হয়ে এ দায়িত্ব নেয়|ছাত্রীরা কয়েকটি গ্রুপে বিভক্ত হয়ে এ দায়িত্ব নেয়
common_voice_s1_206|তিনি তাঁর বাবা মায়ের পাঁচ কন্যার মধ্যে কনিষ্ঠ|তিনি তাঁর বাবা মায়ের পাঁচ কন্যার মধ্যে কনিষ্ঠ
common_voice_s1_207|চেঙ্গিস খান মঙ্গোল সাম্রাজ্যের প্রতিষ্ঠাতা|চেঙ্গিস খান মঙ্গোল সাম্রাজ্যের প্রতিষ্ঠাতা
common_voice_s1_208|এটি করার মাধ্যমে তারা কথার জন্য ব্যবহৃত সংকেতের শাব্দ-প্রবণ প্রকৃতি নিয়ে আরও সতর্কতার সাথে অনুমান সক্ষম হন|এটি করার মাধ্যমে তারা কথার জন্য ব্যবহৃত সংকেতের শাব্দ-প্রবণ প্রকৃতি নিয়ে আরও সতর্কতার সাথে অনুমান সক্ষম হন
common_voice_s1_209|তারা পোর্তো সান্তোয় ব্যাপক লুটপাট চালান|তারা পোর্তো সান্তোয় ব্যাপক লুটপাট চালান
common_voice_s1_210|প্রবীণ অভিনেতা চন্দ্রশেখর হচ্ছেন তার নানা|প্রবীণ অভিনেতা চন্দ্রশেখর হচ্ছেন তার নানা
common_voice_s1_211|পুরুষ পাখির পা নীলাভ-কালো|পুরুষ পাখির পা নীলাভ-কালো
common_voice_s1_212|তার ফুফাতো বোন বরেন্দ্র কলেজে পড়ে|তার ফুফাতো বোন বরেন্দ্র কলেজে পড়ে
common_voice_s1_213|বামহাতে ব্যাটিংয়ের পাশাপাশি বামহাতে লেগ স্পিন বোলিং করে থাকেন|বামহাতে ব্যাটিংয়ের পাশাপাশি বামহাতে লেগ স্পিন বোলিং করে থাকেন
common_voice_s1_214|পরে দারুল উলুম দেওবন্দে যোগ দেন|পরে দারুল উলুম দেওবন্দে যোগ দেন
common_voice_s1_215|এটি দূষণের ক্ষেত্রে সর্বাগ্রে আসে|এটি দূষণের ক্ষেত্রে সর্বাগ্রে আসে
common_voice_s1_216|কিন্তু ভারতের অ্যাংলো-ইন্ডিয়ানরা ছিল সম্পূর্ণ পৃথক বৈশিষ্ট্যের নব্য সামাজিক শ্রেণি|কিন্তু ভারতের অ্যাংলো-ইন্ডিয়ানরা ছিল সম্পূর্ণ পৃথক বৈশিষ্ট্যের নব্য সামাজিক শ্রেণি
common_voice_s1_217|এছাড়া, তিনি বাংলাদেশের রাষ্ট্রপতির উপদেষ্টা হিসেবেও দায়িত্ব পালন করেছেন|এছাড়া, তিনি বাংলাদেশের রাষ্ট্রপতির উপদেষ্টা হিসেবেও দায়িত্ব পালন করেছেন
common_voice_s1_218|বাংলাদেশের মুক্তিযুদ্ধ চলাকালীন অনেক গুরুত্বপূর্ণ রাজনৈতিক ঘটনার সাক্ষী এই হোটেল|বাংলাদেশের মুক্তিযুদ্ধ চলাকালীন অনেক গুরুত্বপূর্ণ রাজনৈতিক ঘটনার সাক্ষী এই হোটেল
common_voice_s1_219|সেসব কলমে দ্রুত ফল ধরে|সেসব কলমে দ্রুত ফল ধরে
common_voice_s1_220|এখানে ধূমপান না করার কঠোর নীতি আছে|এখানে ধূমপান না করার কঠোর নীতি আছে
common_voice_s1_221|প্রতিটি প্রদেশের জন্য আয়কর কমিশনার নিয়োগ দেওয়া হয়েছিল এবং সহকারী কমিশনার ও আয়কর কর্মকর্তাদের তাদের নিয়ন্ত্রণে রাখা হয়েছিল|প্রতিটি প্রদেশের জন্য আয়কর কমিশনার নিয়োগ দেওয়া হয়েছিল এবং সহকারী কমিশনার ও আয়কর কর্মকর্তাদের তাদের নিয়ন্ত্রণে রাখা হয়েছিল
common_voice_s1_222|তার মাতা ঝাড়খণ্ডের অধিবাসী|তার মাতা ঝাড়খণ্ডের অধিবাসী
common_voice_s1_223|এই প্রতিষ্ঠানটি এই গ্রামের নামটি কে আরো উজ্জ্বল করেছে|এই প্রতিষ্ঠানটি এই গ্রামের নামটি কে আরো উজ্জ্বল করেছে
common_voice_s1_224|শিরোনাম গানে কণ্ঠ দিয়েছেন প্রখ্যাত ব্যান্ড তারকা মাহফুজ আনাম জেমস|শিরোনাম গানে কণ্ঠ দিয়েছেন প্রখ্যাত ব্যান্ড তারকা মাহফুজ আনাম জেমস
common_voice_s1_225|অতএব, বিশ্ববিদ্যালয়ের নাম, তাদের নাম নিতে একেবারে উপযুক্ত|অতএব, বিশ্ববিদ্যালয়ের নাম, তাদের নাম নিতে একেবারে উপযুক্ত
common_voice_s1_226|একদিনের আন্তর্জাতিকে দক্ষিণ আফ্রিকার শীর্ষস্থানীয় উইকেট-সংগ্রাহক তিনি|একদিনের আন্তর্জাতিকে দক্ষিণ আফ্রিকার শীর্ষস্থানীয় উইকেট-সংগ্রাহক তিনি
common_voice_s1_227|"বিশ্বাস করেছেন ""ধারনায় মিথ্যা ভিত্তি রয়েছে যদি তুমি অন্যের প্রতি সদয় হও, তোমার উপর ভালো কিছু ঘটবে"|"বিশ্বাস করেছেন ""ধারনায় মিথ্যা ভিত্তি রয়েছে যদি তুমি অন্যের প্রতি সদয় হও, তোমার উপর ভালো কিছু ঘটবে"
common_voice_s1_228|সাধারণ মিডিয়া প্লেয়ার অডিও এবং ভিডিও উভয়ই চালাতে পারে|সাধারণ মিডিয়া প্লেয়ার অডিও এবং ভিডিও উভয়ই চালাতে পারে
common_voice_s1_229|সাংস্কৃতিক বৈচিত্র এবং সাংস্কৃতিক বৈশিষ্ট্যে মালয়েশিয়ার সংস্কৃতির এবং ইন্দোনেশিয়ার সংস্কৃতি খুবই ঘনিষ্ঠ|সাংস্কৃতিক বৈচিত্র এবং সাংস্কৃতিক বৈশিষ্ট্যে মালয়েশিয়ার সংস্কৃতির এবং ইন্দোনেশিয়ার সংস্কৃতি খুবই ঘনিষ্ঠ
common_voice_s1_230|তাকে আটক করে কারারুদ্ধ করা হয়|তাকে আটক করে কারারুদ্ধ করা হয়
common_voice_s1_231|এগুলো ট্যাবলেট হিসেবে মুখে সেবনীয়|এগুলো ট্যাবলেট হিসেবে মুখে সেবনীয়
common_voice_s1_232|তিনি মৃত্যুবরণ করেছেন|তিনি মৃত্যুবরণ করেছেন
common_voice_s1_233|এটি কবির শ্রেষ্ঠ রচনা|এটি কবির শ্রেষ্ঠ রচনা
common_voice_s1_234|তিনি বাগদাদে তার স্কুলের পড়াশোনা শেষ করেন|তিনি বাগদাদে তার স্কুলের পড়াশোনা শেষ করেন
common_voice_s1_235|বিভিন্ন অঞ্চলের তেলে এর কিছুটা তারতম্য হয়ে থাকে|বিভিন্ন অঞ্চলের তেলে এর কিছুটা তারতম্য হয়ে থাকে
common_voice_s1_236|এই এলাকার আশেপাশে যত জমিদার ছিল সবার শীর্ষে ছিল এই জমিদার|এই এলাকার আশেপাশে যত জমিদার ছিল সবার শীর্ষে ছিল এই জমিদার
common_voice_s1_237|ইউনুস বাংলাদেশের সুপ্রিম কোর্টের একজন আইনজীবী|ইউনুস বাংলাদেশের সুপ্রিম কোর্টের একজন আইনজীবী
common_voice_s1_238|মুখার্জি পিটার মিঠুন দে’র তত্ত্বাবধানে উচ্চাঙ্গ সঙ্গীতে আনুষ্ঠানিক প্রশিক্ষণ শুরু করেন|মুখার্জি পিটার মিঠুন দে’র তত্ত্বাবধানে উচ্চাঙ্গ সঙ্গীতে আনুষ্ঠানিক প্রশিক্ষণ শুরু করেন
common_voice_s1_239|তিনি হিবুরু বুকলেটও আইনস্টাইনকে পাঠান|তিনি হিবুরু বুকলেটও আইনস্টাইনকে পাঠান
common_voice_s1_240|এরপর থেকে বাংলাদেশ পুনরায় নিয়মিতভাবে অংশগ্রহণ করে আসছে|এরপর থেকে বাংলাদেশ পুনরায় নিয়মিতভাবে অংশগ্রহণ করে আসছে
common_voice_s1_241|সেখান থেকে দর্শক-শ্রোতারা সেরা সঙ্গীত নির্বাচন করে থাকেন|সেখান থেকে দর্শক-শ্রোতারা সেরা সঙ্গীত নির্বাচন করে থাকেন
common_voice_s1_242|এটিতে বারোটি শ্লোক রয়েছে|এটিতে বারোটি শ্লোক রয়েছে
common_voice_s1_243|এটি পশ্চিম ভার্জিনিয়ার দীর্ঘতম চলমান সংবাদপত্র|এটি পশ্চিম ভার্জিনিয়ার দীর্ঘতম চলমান সংবাদপত্র
common_voice_s1_244|এই রোগের টিকা আবিষ্কৃত হয়েছে|এই রোগের টিকা আবিষ্কৃত হয়েছে
common_voice_s1_245|দলটি বিলুপ্ত হয়ে যাবার পর তৃতীয় মৌসুমে নতুন দল চিটাগাং ভাইকিংস অংশ নেয়|দলটি বিলুপ্ত হয়ে যাবার পর তৃতীয় মৌসুমে নতুন দল চিটাগাং ভাইকিংস অংশ নেয়
common_voice_s1_246|এই শহরের তারা একটা অন্যতম প্রধান দল|এই শহরের তারা একটা অন্যতম প্রধান দল
common_voice_s1_247|তিনি জানান, তার রিং নামটি হিন্দু দেবী কালীর নাম থেকে অনুপ্রাণিত|তিনি জানান, তার রিং নামটি হিন্দু দেবী কালীর নাম থেকে অনুপ্রাণিত
common_voice_s1_248|এরপর সুরেন্দ্রনাথ কলেজ, যাদবপুর ও উত্তরবঙ্গ বিশ্ববিদ্যালয়ে|এরপর সুরেন্দ্রনাথ কলেজ, যাদবপুর ও উত্তরবঙ্গ বিশ্ববিদ্যালয়ে
common_voice_s1_249|এটি প্রযোজনা ও পরিচালনা করেছেন রিডলি স্কট|এটি প্রযোজনা ও পরিচালনা করেছেন রিডলি স্কট
common_voice_s1_250|এতে বিশেষ কোনো নির্ধারিত সূরা নেই যে এই এই সূরা পড়তে হবে|এতে বিশেষ কোনো নির্ধারিত সূরা নেই যে এই এই সূরা পড়তে হবে
common_voice_s1_251|পরের মৌসুমে জেন জি ক্লাবের অধিনায়কের দায়িত্ব পান|পরের মৌসুমে জেন জি ক্লাবের অধিনায়কের দায়িত্ব পান
common_voice_s1_252|কাউন্টি ক্রিকেটে নটিংহ্যামশায়ার দলে খেলেছেন|কাউন্টি ক্রিকেটে নটিংহ্যামশায়ার দলে খেলেছেন
common_voice_s1_253|নিজ গ্রামের বাড়ীর আঙ্গিনায় তার মাজার অবস্থিত|নিজ গ্রামের বাড়ীর আঙ্গিনায় তার মাজার অবস্থিত
common_voice_s1_254|উক্ত জেলার সাতটি বিধানসভা কেন্দ্রই এই লোকসভা কেন্দ্রের অন্তর্গত|উক্ত জেলার সাতটি বিধানসভা কেন্দ্রই এই লোকসভা কেন্দ্রের অন্তর্গত
common_voice_s1_255|ব্যাংককের বাসিন্দারা থাইল্যান্ডের অনেকগুলো বার্ষিক উৎসব পালন করে|ব্যাংককের বাসিন্দারা থাইল্যান্ডের অনেকগুলো বার্ষিক উৎসব পালন করে
common_voice_s1_256|এটি যৌন উত্তেজনা সহ বিভিন্ন শারীরবৃত্তীয় উদ্দীপনার ফলে হতে পারে|এটি যৌন উত্তেজনা সহ বিভিন্ন শারীরবৃত্তীয় উদ্দীপনার ফলে হতে পারে
common_voice_s1_257|তার মধ্যে শকুন্তলা নাটকটি ছিল সবচেয়ে উল্লেখযোগ্য|তার মধ্যে শকুন্তলা নাটকটি ছিল সবচেয়ে উল্লেখযোগ্য
common_voice_s1_258|বাঁধের জেনারেটর নেভাডা, অ্যারিজোনা এবং ক্যালিফোর্নিয়ার জনসাধারণের ও ব্যক্তিগত ব্যবহারের জন্য বিদ্যুৎ শক্তি সরবরাহ করে|বাঁধের জেনারেটর নেভাডা, অ্যারিজোনা এবং ক্যালিফোর্নিয়ার জনসাধারণের ও ব্যক্তিগত ব্যবহারের জন্য বিদ্যুৎ শক্তি সরবরাহ করে
common_voice_s1_259|তিনি কয়েকটি পাঞ্জাবি এবং তামিল ছবিতেও কাজ করেছিলেন|তিনি কয়েকটি পাঞ্জাবি এবং তামিল ছবিতেও কাজ করেছিলেন
common_voice_s1_260|আমার মা সন্ধ্যায় একটা অন্যায় আবদার নিয়ে আমার ঘরে আসে|আমার মা সন্ধ্যায় একটা অন্যায় আবদার নিয়ে আমার ঘরে আসে
common_voice_s1_261|‘এখানে ধর্ষণ হলে কী হয়?|‘এখানে ধর্ষণ হলে কী হয়?
common_voice_s1_262|এই কাজের জন্য তিনি সেরা সঙ্গীতধর্মী বা হাস্যরসাত্মক টেলিভিশন ধারাবাহিক অভিনেত্রী বিভাগে দুটি গোল্ডেন গ্লোব পুরস্কারের মনোনয়ন লাভ করেন|এই কাজের জন্য তিনি সেরা সঙ্গীতধর্মী বা হাস্যরসাত্মক টেলিভিশন ধারাবাহিক অভিনেত্রী বিভাগে দুটি গোল্ডেন গ্লোব পুরস্কারের মনোনয়ন লাভ করেন
common_voice_s1_263|তবে তাঁদের গবেষণার বিষয় সৌর বর্ণালি ছিল না|তবে তাঁদের গবেষণার বিষয় সৌর বর্ণালি ছিল না
common_voice_s1_264|যৌন নিপীড়ন ইংল্যান্ড এবং ওয়েলসের একটি আইনি অপরাধ|যৌন নিপীড়ন ইংল্যান্ড এবং ওয়েলসের একটি আইনি অপরাধ
common_voice_s1_265|তার যখন আড়াই বছর বয়স তার বাবা রাজশাহী থেকে বদলি হয়ে তৎকালীন পশ্চিম পাকিস্তানের মুলতানে যান|তার যখন আড়াই বছর বয়স তার বাবা রাজশাহী থেকে বদলি হয়ে তৎকালীন পশ্চিম পাকিস্তানের মুলতানে যান
common_voice_s1_266|অ-আরবিয় পরিভাষার ক্ষেত্রে আধুনিক প্রমিত আরবির গ্রহণযোগ্যতার প্রবণতা বেশি|অ-আরবিয় পরিভাষার ক্ষেত্রে আধুনিক প্রমিত আরবির গ্রহণযোগ্যতার প্রবণতা বেশি
common_voice_s1_267|নদীনালা, খালবিল পানিতে ভরে যায়|নদীনালা, খালবিল পানিতে ভরে যায়
common_voice_s1_268|তিনি অনুধাবন করেন যে প্রাথমিকভাবে দাতার দাঁত সতেজ হলে এবং গ্রাহকের দাঁতের গঠনের সাথে মিলে গেলে এরকম করা সম্ভব|তিনি অনুধাবন করেন যে প্রাথমিকভাবে দাতার দাঁত সতেজ হলে এবং গ্রাহকের দাঁতের গঠনের সাথে মিলে গেলে এরকম করা সম্ভব
common_voice_s1_269|মায়ের নাম বুড়ি|মায়ের নাম বুড়ি
common_voice_s1_270|প্রবীণ সংস্কৃত পণ্ডিত এবং সমাজকর্মী রাজারাম শাস্ত্রী ভাগবত ছিলেন তাঁর দাদীর ভাই|প্রবীণ সংস্কৃত পণ্ডিত এবং সমাজকর্মী রাজারাম শাস্ত্রী ভাগবত ছিলেন তাঁর দাদীর ভাই
common_voice_s1_271|সামনের ডানার উপরিতলের শীর্ষভাগ খুব চওড়া কালো এবং টর্নাস এ সুতোর মত সরু সীমারেখা রয়েছে|সামনের ডানার উপরিতলের শীর্ষভাগ খুব চওড়া কালো এবং টর্নাস এ সুতোর মত সরু সীমারেখা রয়েছে
common_voice_s1_272|তাঁর উদ্যোগে সংস্থার প্রথম কাজ ছিল আন্দামান ও নিকোবর দ্বীপপুঞ্জের পর্যবেক্ষণ|তাঁর উদ্যোগে সংস্থার প্রথম কাজ ছিল আন্দামান ও নিকোবর দ্বীপপুঞ্জের পর্যবেক্ষণ
common_voice_s1_273|মহানন্দা নদীর পশ্চিম তীরে অবস্থিত|মহানন্দা নদীর পশ্চিম তীরে অবস্থিত
common_voice_s1_274|কিশোরী অবস্থায় কোরি ম্যানিলার সেন্ট স্কলাস্টিকা’জ কলেজে অধ্যয়ন করেন|কিশোরী অবস্থায় কোরি ম্যানিলার সেন্ট স্কলাস্টিকা’জ কলেজে অধ্যয়ন করেন
common_voice_s1_275|তার ফলে এখানে ক্রান্তীয় আরোহণ প্রক্রিয়াতে আর্দ্রতা হ্রাস পেয়ে বায়ুর ভর অত্যন্ত শুষ্ক হয়ে ওঠে|তার ফলে এখানে ক্রান্তীয় আরোহণ প্রক্রিয়াতে আর্দ্রতা হ্রাস পেয়ে বায়ুর ভর অত্যন্ত শুষ্ক হয়ে ওঠে
common_voice_s1_276|তিনি ম্যানচেস্টারের চারিদিকে স্বাক্ষর সংগ্রহে নতুন গঠিত ম্যানচেস্টার কমিটিতে যোগ দেন|তিনি ম্যানচেস্টারের চারিদিকে স্বাক্ষর সংগ্রহে নতুন গঠিত ম্যানচেস্টার কমিটিতে যোগ দেন
common_voice_s1_277|বাংলা কংগ্রেস এর এইচ|বাংলা কংগ্রেস এর এইচ
common_voice_s1_278|এই দলে তিনজন সদস্য ছিল|এই দলে তিনজন সদস্য ছিল
common_voice_s1_279|মাছ ভাজার তো বিভিন্ন নিয়ম কানুন আছে|মাছ ভাজার তো বিভিন্ন নিয়ম কানুন আছে
common_voice_s1_280|এই শহরে অধিকাংশ মানুষ সুন্নি মতবাদে বিশ্বাসী|এই শহরে অধিকাংশ মানুষ সুন্নি মতবাদে বিশ্বাসী
common_voice_s1_281|এই সিরিজের পরবর্তীকালে এই মন্ত্রে ব্যবহার কমতে থাকে, কেননা ছাত্র-ছাত্রীরা এই মন্ত্রের প্রতিরোধী দরজা আবিষ্কার করে|এই সিরিজের পরবর্তীকালে এই মন্ত্রে ব্যবহার কমতে থাকে, কেননা ছাত্র-ছাত্রীরা এই মন্ত্রের প্রতিরোধী দরজা আবিষ্কার করে
common_voice_s1_282|"এটি এখনও ""বেশ কিছু শুকনো হাসি"" সরবরাহ করে এবং তা চরিত্র বিকাশে সহায়তা করে"|"এটি এখনও ""বেশ কিছু শুকনো হাসি"" সরবরাহ করে এবং তা চরিত্র বিকাশে সহায়তা করে"
common_voice_s1_283|বৈজ্ঞানিকভাবে, বেকিং সোডা বিশুদ্ধ উপাদান, অন্যদিকে বেকিং পাউডার মিশ্র উপাদান|বৈজ্ঞানিকভাবে, বেকিং সোডা বিশুদ্ধ উপাদান, অন্যদিকে বেকিং পাউডার মিশ্র উপাদান
common_voice_s1_284|"এছাড়া তিনি ""দ্য ক্লায়েন্ট"" ছবিতে তার কাজের জন্য শ্রেষ্ঠ প্রধান চরিত্রে অভিনেত্রী বিভাগে বাফটা পুরস্কার লাভ করেন"|"এছাড়া তিনি ""দ্য ক্লায়েন্ট"" ছবিতে তার কাজের জন্য শ্রেষ্ঠ প্রধান চরিত্রে অভিনেত্রী বিভাগে বাফটা পুরস্কার লাভ করেন"
common_voice_s1_285|পদ্মা নদীর উপচে পড়া পানি এ খাল দিয়ে প্রবাহিত হয়ে থাকে|পদ্মা নদীর উপচে পড়া পানি এ খাল দিয়ে প্রবাহিত হয়ে থাকে
common_voice_s1_286|গ্যালিক যুগে শহরটি লোয়ার নদী পারাপারের কেন্দ্র হিসেবে গুরুত্বপূর্ণ ছিল|গ্যালিক যুগে শহরটি লোয়ার নদী পারাপারের কেন্দ্র হিসেবে গুরুত্বপূর্ণ ছিল
common_voice_s1_287|উত্তর-দক্ষিণাঞ্চলের সাথে অগণিত শাখা নিয়ে এর যোগাযোগ ব্যবস্থা গড়ে উঠেছে|উত্তর-দক্ষিণাঞ্চলের সাথে অগণিত শাখা নিয়ে এর যোগাযোগ ব্যবস্থা গড়ে উঠেছে
common_voice_s1_288|কারাগারের কর্মীদের পক্ষ থেকে উদ্দেশ্যমূলক অন্যায়ের সুযোগ গ্রহণ করা|কারাগারের কর্মীদের পক্ষ থেকে উদ্দেশ্যমূলক অন্যায়ের সুযোগ গ্রহণ করা
common_voice_s1_289|সংস্কৃতে একে সাহিত্যশাস্ত্র বা সাহিত্যতত্ত্ব নামেও অভিহিত করা হয়|সংস্কৃতে একে সাহিত্যশাস্ত্র বা সাহিত্যতত্ত্ব নামেও অভিহিত করা হয়
common_voice_s1_290|সংস্থাটি তিনি তৎকালিন প্রধানমন্ত্রী উইনস্টন ফিল্ডের অধীনে প্রতিষ্ঠিত করেছিলেন|সংস্থাটি তিনি তৎকালিন প্রধানমন্ত্রী উইনস্টন ফিল্ডের অধীনে প্রতিষ্ঠিত করেছিলেন
common_voice_s1_291|কারন বিজ্ঞানের সবগুলাে আবিষ্কারই মানব কল্যাণের জন্য সৃষ্টি করা হয়|কারন বিজ্ঞানের সবগুলাে আবিষ্কারই মানব কল্যাণের জন্য সৃষ্টি করা হয়
common_voice_s1_292|নুর-ই বেগমের সাথে বিবাহ বন্ধনে আবদ্ধ হন|নুর-ই বেগমের সাথে বিবাহ বন্ধনে আবদ্ধ হন
common_voice_s1_293|ভারত সরকার প্রকল্পের নিয়ন্ত্রণ নিতে বাধ্য হয়েছিল এবং প্রথমে বাঁধটি উত্তরপ্রদেশের সেচ বিভাগের নির্দেশে স্থাপিত হয়েছিল|ভারত সরকার প্রকল্পের নিয়ন্ত্রণ নিতে বাধ্য হয়েছিল এবং প্রথমে বাঁধটি উত্তরপ্রদেশের সেচ বিভাগের নির্দেশে স্থাপিত হয়েছিল
